name,gender,function,country_code,country,height_cm,weight,disciplines,events,birth_date,year,birth_place,birth_country,residence_place,residence_country,nickname,hobbies,occupation,education,family,lang,coach,reason,hero,influence,philosophy,sporting_relatives,ritual,other_sports
Olivia BARIL,Female,Athlete,CAN,Canada,,,Cycling Road,"Women's Road Race, Women's Individual Time Trial",1997-10-10,1997,"ROUYN-NORANDA, QE",Canada,DONOSTIA-SAN SEBASTI?N,Spain,,,"Athlete, osteopath","Studied Osteopathy at the International Institute of Advanced Osteopathy (Donostia, ESP)","Partner, Charles-Etienne Chretien","English, French, Spanish",,"She was a swimmer for eight years with Rouyn-Noranda Dauphins but was excited by cycling after volunteering at the Tour de l'Abitibi junior bike race in Quebec, Canada. Her cycling started when the president of the local Iamgold junior cycling club contacted her to find out if she would like to be part of the team",,,"""Give your best, be proud of yourself, don't do it for anyone else."" (www.uaeteamadq.com)",,,
Olivia BRETT,Female,Athlete,NZL,New Zealand,,,Canoe Sprint,Women's Kayak Four 500m,2001-06-18,2001,CHRISTCHURCH,New Zealand,AUCKLAND,New Zealand,,,,,,,,,,,,,,
Olivia COFFEY,Female,Athlete,USA,United States of America,,,Rowing,Women's Eight,1989-01-29,1989,"ELMIRA, NY",United States,"BURDETT, NY",United States,Liv,,"Athlete, investment professional","Received a Bachelor's degree in Economics and Computer Science from Harvard University (Cambridge, MA, USA) in 2011 and completed a Master's of Business Administration from the University of Cambridge (GBR) in 2018","Husband, Michael Blomquist. Father, Calvin. Mother, Margaret. Older sisters, Laurie, Claire and Roxanne",English,National: Jesse Foglia (USA),"Her parents taught her to row in a shell that her father built. “I have always rowed, but in high school I played ice hockey, that was my true love. If I were better at ice hockey I would have stuck with it."" (cambridgeindependent.co.uk, 23 Mar 2018)",,,,"Husband, Michael Blomquist (rowing), won a world championship with USA men's eight in 2005. </p><p>Father, Calvin Coffey (rowing), represented USA in men's pairs at Montreal 1976, claiming a silver medal with Mike Staines. </p><p>Sister, Laurie Coffey (basketball/rowing), competed collegiately in both sports for the US Naval Academy. She represented the USA in rowing in one U23 Nations Cup event in 1998 and also tried out for a roster spot in the Women's National Basketball Association (WNBA) in 2000",,
Olivia CUMMINS,Female,Athlete,USA,United States of America,,,Cycling Track,Women's Team Pursuit,2003-08-06,2003,,,,,,,,,,,,,,,,,,
Olivia FOTOPOULOU,Female,Athlete,CYP,Cyprus,163,,Athletics,"Women's 100m, Women's 200m",1996-12-20,1996,NICOSIA,Cyprus,NICOSIA,Cyprus,Livy,Drawing and reading books,Athlete,"Biology at University of Alabama (Tuscaloosa, AL, USA) and Biotechnology in Vitro Fertilization and Reproduction (Master's) at University of Valencia (ESP)","Father, Stergios. Mother, Maria. Twin sister, Filippa","English, Greek, Spanish",Personal: Konstantinos Vogiatzakis (GRE),Won all her races in high school and realised she had talent for sprinting,"Sprinter Allyson Felix (USA), 11-time Olympic medallist (seven gold, three silver, one bronze); 20-time world championship medallist (14 gold, three silver, three bronze)",,,"Twin sister, Filippa Fotopoulou Kviten (athletics), long jumper who competed at the 2022 World Championships, 2022 Commonwealth Games finalist (eighth), 2022 European Championships finalist (12th).</p><p>Mother Maria was a long jumper",,
Olivia GADECKI,Female,Athlete,AUS,Australia,183,,Tennis,Women's Doubles,2002-04-24,2002,,,,,,,,,,,,,,,,,,
Olivia GUERTH,Female,Athlete,GER,Germany,164,,Athletics,Women's 3000m Steeplechase,2002-05-31,2002,,,,,,,Athlete,Biology,"Father, Martin. Mother, Sarah",German,Personal: Wolfgang Heinig (GER),,,,,,,
Olivia KING,Female,Alternate Athlete,NZL,New Zealand,,,Cycling Track,Women's Team Sprint,2001-01-25,2001,,,,,,,,,,,,,,,,,,
Olivia LOEFQVIST,Female,Alternate Athlete,SWE,Sweden,177,,Handball,Women,1998-07-13,1998,HORBY,Sweden,STORHAMAR,Norway,,,Athlete,,,"English, Swedish",National: Tomas Axner (SWE).<br>Club: Kenneth Gabrielsen (NOR),Both her parents played handball,,,,,,
Olivia LUNDMAN,Female,Athlete,CAN,Canada,,,Athletics,Marathon Race Walk Relay Mixed,2003-01-03,2003,"NANAIMO, BC",Canada,"LANTZVILLE, BC",Canada,,Hiking in the mountains. Collects keychains from every country she visits,"Athlete, student","Studying Kinesiology at the University of British Columbia (Vancouver, BC, CAN)","Father, Ian. Mother, Cristi. Three sisters (Katie, Annika, Sofia)",English,"Personal: Evan Dunfee (CAN), 2020 Olympic bronze medallist, 2019 World Championships bronze medallist","Having always enjoyed experimenting with new athletic disciplines, she was pole vaulting when she seized the opportunity to try race walking when it was recommended to her. Her club had a race walk coach who was able to support her.</p><p>""I'm a big endorser of multi-sport and I do a lot of coaching. I always encourage my athletes to keep on playing every sport (and not to) specialise too young. Track just really had my heart and I loved being able to push my body. Watching my times get faster and marks improve, has really driven me to continue pursuing and seeing how much further I can take it.” (ubyssey.ca, 19 Feb 2023)","Race walker Evan Dunfee (CAN), 2020 Olympic bronze medallist (50km race walk), 2019 World Championships bronze medallist (50km race walk)","Her coach, Evan Dunfee (CAN), for his talent and his passionate and determined approach to everything he does. ""He's inspired me to have big dreams and chase after my goals, regardless of what others may say. He's one of the best advocates for race walk that we could ask for.” (ubyssey.ca, 10 Feb 2023)",,"Mother, Cristi Lundman (athletics), operations manager at British Columbia (BC) Athletics, since 2023",,
Olivia McTAGGART,Female,Athlete,NZL,New Zealand,,,Athletics,Women's Pole Vault,2000-01-09,2000,"SOUTHPORT, QLD",Australia,,New Zealand,,,Athlete,,"Father, John. Mother, Amanda. Two brothers (Nathaniel, Cameron)",English,Personal: Scott Simpson (NZL),"While looking for new sports, her teammate Imogen Ayris had been doing pole vault for about six months. Despite concerns about her back she decided to give it a try, adapted quickly and fell in love with the thrill and excitement of the event. After six months of pole vaulting she won a bronze medal at the Australian Junior Championships (U16).</p><p>""Pole vaulting is just such a technical sport that every day I'm learning something new."" (olympics.com)","Decathlete Ashton Eaton (USA), two-time Olympic champion (2012, 2016), three-time world championship medallist (two gold, one silver).</p><p>Artistic gymnast Shawn Johnson (USA), four-time Olympic medallist (one gold, three silver), three-time world championship gold medallist",Her mother for her unwavering support through various challenges and her ability to utilise her psychology degree to assist Olivia and her brother Cameron in achieving mental focus for their high-level training and competition,"Uses three Ps - Passion, Persistence and Pride. Enjoy what you do, stick with it and being humble in victory and gracious in defeat. Having the grit and determination to push through the hard times makes the best athletes."" (nzherald.co.nz, 1 Aug 2017)","Brother, Cameron McTaggart (weightlifting), competed at the 2014 Youth Olympic Games, 2020 Olympic Games and two Commonwealth Games (2018, 2022)",,
Olivia PRICE,Female,Athlete,AUS,Australia,,,Sailing,Women's Skiff,1992-08-02,1992,DRUMMOYNE,Australia,SYDNEY,Australia,,,"Athlete, commentator, social media strategist",Graduated in 2011 with a Bachelors degree in Communications and Media Studies from Macquarie University (AUS),"Fiance, Tom Woodcock (engaged August 2023). Father, David",English,National: Victor Paya Canal (ESP),"An older cousin needed a crew member for a junior sailboat. Price was the perfect fit in terms of age and size, leading to her introduction to the sport",,,,"Father, David (skiing), member of the Australian Alpine skiing team",,
Olivia REEVES,Female,Athlete,USA,United States of America,,,Weightlifting,Women's 71kg,2003-04-19,2003,,,"HIXSON, TN",United States,,Spending time with friends and family,"Athlete, student",Studies Sociology at the University of Tennessee at Chattanooga (USA),"Father, Jason. Mother, Amber. Younger sister, Haley",English,Personal: Steve Fauer. </p><p>National: Mike Gattone (USA),"Her mother owned a CrossFit gym in Chattanooga, TN, where she started attending Olympic weightlifting sessions",,,,"Sister, Haley Reeves (weightlifting), placed sixth in the overall at the 2021 Youth World Championships",,
Olivia ROZANSKI,Female,Alternate Athlete,POL,Poland,185,,Volleyball,Women,1997-06-05,1997,ALBI,France,,,,,Athlete,,"Father, Wojciech. Mother, Jarosława","French, Polish",National: Stefano Lavarini (ITA),Took up volleyball because her mother played the sport,,,,"Mother, Jarosława Rozanski (volleyball), represented Poland",,
Olivia SANDERY,Female,Athlete,AUS,Australia,173,,Athletics,Women's 20km Race Walk,2003-01-22,2003,,Australia,"ADELAIDE, SA",Australia,,,"Athlete, student, casually works as a hairdresser","Bachelor of Nutrition and Dietetics at Flinders University (Adelaide, SA, AUS)",,English,"Personal: Jared Tallent (AUS), four-time Olympic medallist (2012 gold, two silver, one bronze), three-time world championship medallist (two silver, one bronze)",,"Artistic gymnast Simone Biles (USA), seven-time Olympic medallist (four gold, one silver, two bronze); 30-time world championship medallist (23 gold, four silver, three bronze).</p><p>Sprinter Allyson Felix (USA), 11-time Olympic medallist (seven gold, three silver, one bronze); 20-time world championship medallist (14 gold, three silver, three bronze).""","Bob Cruise, her first coach, played a pivotal role in her athletic career, teaching her race walking and offering steadfast support. She admires his dedication to the sport and numerous achievements",,,,
Olivia WUNSCH,Female,Athlete,AUS,Australia,,,Swimming,Relay Only Athlete,2006-05-31,2006,,,NSW,Australia,Liv,,,,,English,Club: Michaela Pattinson,,,,,,,
Olivier DESROSIERS,Male,Alternate Athlete,CAN,Canada,,,Fencing,Men's Sabre Team,2004-08-21,2004,,,"ROSEMERE, QC",Canada,,,"Athlete, student","Studies Physiotherapy at Montreal University (QC, CAN)",,"English, French",National: Arthur Zatko (FRA),,,,,,,
Olivier PERREAU,Male,Alternate Athlete,FRA,France,,,Equestrian,Jumping Team,1986-06-23,1986,,,,,,,,,,,,,,,,,,
Olivija BALEISYTE,Female,Athlete,LTU,Lithuania,,,Cycling Track,Women's Omnium,1998-09-03,1998,PANEVEZYS,,PANEVEZYS,Lithuania,,"Baking, cooking",Athlete,Bachelor's degree in Sport and Health studies,"Mother, Solveiga","English, Lithuanian",Personal: Dmitriy Leopold,"""I started attending triathlon workouts. The coaches immediately noticed that I was the best at riding a bike. Then I started taking my sport seriously."" (myInfo)","Track cyclist Simona Krupeckaite (LTU), five-time Olympian (2004, 2008, 2012, 2016, 2020), 13-time world championship medallist (two gold, five silver, six bronze)",,,,,"Road cycling: Competed in the road race at the 2020 World Championships in Imola, Italy"
Oliwer WDOWIK,Male,Athlete,POL,Poland,,,Athletics,Men's 100m,2002-01-03,2002,,,,,,,,,,,,,,,,,,
Ollie MACLEAN,Male,Athlete,NZL,New Zealand,,,Rowing,Men's Four,1998-05-19,1998,,New Zealand,,New Zealand,,"Going to the beach, travelling, spending time outdoors",Athlete,"Studied Society and Environment as an undergrad and then completed a postgraduate degree in Business Administration and Management at the University of California, Berkeley (USA)","Father, Andrew. Mother, Vicki. Brother, Angus",English,"National: Mike Rodger (NZL), Malcolm McIntyre (NZL)",,,,,,,
Oluwatobiloba  Adeope SIJUADE,Male,Athlete,NGR,Nigeria,,,Swimming,Men's 50m Freestyle,2002-02-23,2002,,,BATH,Great Britain,Tobi,,Athlete,Graduated in 2023 with a degree in Health and Exercise Science at University of Bath (GBR),,English,Club: Mark Skimming (GBR),,,,,,,
Olympia ALDERSEY,Female,Athlete,AUS,Australia,,,Rowing,Women's Four,1992-07-26,1992,"ROSE PARK, SA",Australia,,,"Oly, Limpy",Collecting Pokemon cards,"Athlete, consultant","Studied Health Science and Law at the University of Adelaide (SA, AUS) and received a Graduate Diploma in Legal Practice from The College of Law Australia (Sydney, NSW, AUS) in 2021","Father, Shane. Mother, Teresa",English,"National: John Keogh (AUS), Tom Westgarth (AUS), Ellen Randell (AUS)","Her father, who rowed when he was in school, suggested she should try the sport. ""I used to do ballet before I rowed but ballet wasn't an Olympic sport so I realised I wasn't going to get there. As soon as I started rowing, I realised I was pretty good at it, so I just wanted to keep going."" (myInfo)","Politician Nelson Mandela (RSA), the first president of South Africa (1994-1999) and 1993 Nobel Peace Prize winner who spent 27 years in prison for fighting against the country's discriminatory apartheid system of racial segregation.</p><p>Cyclist Anna Meares (AUS), six-time Olympic track medallist (two gold, one silver, three bronze) over four Olympic Games (2004, 2008, 2012, 2016), 27-time world championship medallist (11 gold, 10 silver, six bronze)",Her parents,"""If you can believe it, the mind can achieve it."" (myInfo)</p><p>""If (you're) going through hell, keep going."" (Facebook)",,,
Omailyn Carolina ALCALA CEGOVIA,Female,Athlete,VEN,Venezuela,,,Boxing,Women's 57kg,1998-09-09,1998,,,,Venezuela,,,,,,Spanish,,,"Boxer Yoel Finol (VEN), 2016 Olympic flyweight silver medallist, 2015 Pan American Games bronze medallist",,,,,
Omar ABBAS,Male,Athlete,SYR,Syrian Arab Republic,,,Swimming,Men's 200m Freestyle,1999-03-02,1999,,,,,,,,,,,,,,,,,,
Omar Abdul Aziz AL MARZOOQI,Male,Athlete,UAE,United Arab Emirates,,,Equestrian,"Jumping Individual', 'Jumping Team",2003-03-28,2003,,,ABU DHABI,UA Emirates,Champ,,,Studying Psychology and Philosophy at Sorbonne University in Abu Dhabi (UAE),"Father, Abdelaziz","Arabic, English","Abdelaziz Al Marzooqi (UAE), his father","His father opened a riding school in 2009. “I was six and accompanied my father to the riding school almost every day. I loved the horses and wanted to start riding. Nobody asked me to do it, but I had a passion to ride horses. (thenationalnews.com, 24 Oct 2018)","Equestrian show jumper Christian Ahlmann (GER), two-time Olympic team bronze medallist (2004, 2016), four-time Olympian (2004, 2008, 2012, 2016), 2006 World Championships team bronze medallist, 2011 World Cup Final champion",His father,"""Be patient and be confident in yourself."" (Athlete, 20 Sep 2018)","Father, Abdelaziz (equestrian jumping) has competed at elite level",,
Omar ASSAR,Male,Athlete,EGY,Egypt,,,Table Tennis,"Men's Singles, Men's Team, 'Mixed Doubles",1991-07-22,1991,DESOUK,Egypt,DUSSELDORF,Germany,,,Athlete,"Business Administration at Arab Academy for Science, Technology & Maritime Transport (Cairo, EGY)",,"Arabic, English",National: Maged Ashour (EGY),"His father and uncle were involved in table tennis and introduced him to the sport. ""I grew up in the northern part of Egypt in a city called Desouk which was famous for producing many good table tennis players for Egypt. It was my uncle who was then the coach of the Desouk Club, while my father was a volunteer member of the club."" (myInfo)","Sprinter Usain Bolt (JAM), eight-time Olympic champion (two in 2008, three in 2012, three in 2016),14-time world championship medallist (11 gold, two silver, one bronze).</p><p>Table tennis player Wang Liqin (CHN), Olympic doubles (2000) and team (2008) champion, two-time singles bronze medallist, 20-time world championship medallist (11 gold, four silver, five bronze).</p><p>Footballer Mohamed Salah (EGY), Champions League and Premier League winner with Liverpool, Egypt international. ""I'm always watching Liverpool and cheering for Mo Salah. He is an amazing athlete and a very big part of our society in Egypt. I sent him my racket as a gift and I signed it, because I do know that he is playing table tennis with his mates in the changing room and he's actually quite good so it makes me very happy."" (CNN, 24 July 2023)","Three-time Olympian, Quadri Aruna (NGR). ""Quadri is a very good friend of mine. He is an amazing human being."" (olympics.com, 30 Jul 2023)","""Always be eager to learn. Learn from the people around you, from your day-to-day training, from your mistakes and losses."" (ittf.com, 25 May 2023)",,,
Omar de la CRUZ,Male,Athlete,DOM,Dominican Republic,168,,Football,Men,2001-08-26,2001,IBIZA,Spain,,Spain,,,Athlete,,,Spanish,National: Ibai Gomez (ESP),,,,"""I can do all things through Christ who strengthens me.""",,,
